text,label
Internet broadband recharge Amazon 13414,utilities
Instagram ads charged ₹8000 for promotion,marketing
Consultant invoice paid 154395,contractors
Paid 26106 for Ola hosting,cloud hosting
Uber to client office 13918,travel
Flight ticket to conference 49428,travel
Flight ticket to conference 30233,travel
Paid 10074 for Facebook ads campaign,marketing
Electricity bill payment Rs 12592,utilities
Paid 44214 for Zoom hosting,cloud hosting
Consultant invoice paid 94838,contractors
Bought mouse for 6169 rupees from Flipkart,office supplies
Bought pens for 11250 rupees from HP on 2025-11-18,office supplies
Ola cab fare 15452 for commute on 2025-11-18,travel
Purchased equipment: laptop ₹64810,equipment
Consultant invoice paid 150186,contractors
Instagram ads charged 2201 for promotion,marketing
Subscription renewal Zomato amount 12042,software
Uber to client office 57974,travel
Ordered monitor from Swiggy costing 7186,office supplies
Bought laptop for team Rs 104757 from Adobe,equipment
Ordered keyboard from Ola costing Rs 8823,office supplies
Paid 1862 for Zomato hosting,cloud hosting
Paid ₹13102 for Zomato hosting,cloud hosting
Renewal: domain Amazon payment 28508,cloud hosting
Flight ticket to conference ₹16297,travel
Flight ticket to conference ₹53946,travel
Paid Rs 40803 for HP hosting,cloud hosting
Renewal: domain Flipkart payment 2385,cloud hosting
Paid ₹997 for Facebook ads campaign,marketing
Paid ₹36851 for Flipkart hosting,cloud hosting
Consultant invoice paid 198122,contractors
Bought keyboard for 7705 rupees from Adobe,office supplies
Flight ticket to conference 29858 on 2025-11-18,travel
Bought printer ink for 9813 rupees from Google,office supplies
Bought laptop for team 120364 from Ola,equipment
Paid ₹1091 for Facebook ads campaign,marketing
Bought laptop for team 91576 from Microsoft,equipment
Purchased equipment: laptop ₹99889,equipment
Bought laptop for team ₹25025 from Google,equipment
Ordered monitor from Jio costing 3301,office supplies
Paid 43968 for Airtel hosting,cloud hosting
Flight ticket to conference 37199,travel
Instagram ads charged Rs 14454 for promotion,marketing
Bought notebook for ₹11457 rupees from Microsoft,office supplies
Subscription renewal Adobe amount 13326,software
Bought office chair for 1308 rupees from Airtel,office supplies
Internet broadband recharge Uber 12642,utilities
Ola cab fare ₹58124 for commute,travel
Subscription renewal GoDaddy amount ₹452,software
Renewal: domain Amazon payment 25033,cloud hosting
Monthly subscription Ola 4034,software
Bought laptop for team Rs 123696 from HP,equipment
Paid 3240 for Facebook ads campaign,marketing
Electricity bill payment 856,utilities
Ola cab fare ₹21574 for commute,travel
Uber to client office 55904,travel
Paid 43683 for HP hosting,cloud hosting
Bought laptop for team 146024 from Airtel,equipment
Purchased equipment: mouse ₹134192,equipment
Ordered notebook from Uber costing ₹14761,office supplies
Consultant invoice paid 112417,contractors
Freelancer payment Ola ₹23219 on 2025-11-18,contractors
Internet broadband recharge Zoom 3871,utilities
Electricity bill payment 7186,utilities
Consultant invoice paid ₹116785,contractors
Freelancer payment Zomato 78206,contractors
Uber to client office ₹6549,travel
Monthly subscription Airtel ₹11160,software
Uber to client office 9135,travel
Uber to client office 18571,travel
Consultant invoice paid 199654,contractors
Paid ₹3828 for Facebook ads campaign,marketing
Purchased equipment: desk 163879,equipment
Internet broadband recharge Airtel 5229,utilities
Electricity bill payment Rs 7472,utilities
Paid 8288 for Facebook ads campaign,marketing
Electricity bill payment 12598,utilities
Bought office chair for ₹2379 rupees from Google,office supplies
Flight ticket to conference 59983,travel
Monthly subscription Jio 8857,software
Internet broadband recharge Microsoft ₹1627,utilities
Instagram ads charged ₹8105 for promotion,marketing
Consultant invoice paid ₹62089,contractors
Internet broadband recharge Amazon ₹8595,utilities
Electricity bill payment ₹1914,utilities
Paid 8715 for Jio hosting,cloud hosting
Purchased equipment: laptop 160756,equipment
Internet broadband recharge Ola 221,utilities
Subscription renewal Zoom amount 9426,software
Paid 22926 for Ola hosting,cloud hosting
Instagram ads charged 3042 for promotion,marketing
Instagram ads charged 1665 for promotion,marketing
Instagram ads charged Rs 4882 for promotion,marketing
Monthly subscription Zomato 6838,software
Paid 33256 for HP hosting,cloud hosting
Uber to client office Rs 3025,travel
Internet broadband recharge Jio 12321 on 2025-11-18,utilities
Uber to client office 21537,travel
Paid 46965 for Zoom hosting,cloud hosting
Instagram ads charged ₹10044 for promotion,marketing
Consultant invoice paid 177001,contractors
Freelancer payment GoDaddy ₹188278,contractors
Monthly subscription Adobe 13805,software
Renewal: domain Jio payment ₹29297 on 2025-11-18,cloud hosting
Consultant invoice paid 66457 on 2025-11-18,contractors
Electricity bill payment 5623 on 2025-11-18,utilities
Renewal: domain HP payment ₹47648,cloud hosting
Renewal: domain Swiggy payment 21347,cloud hosting
Consultant invoice paid ₹61924,contractors
Instagram ads charged ₹10815 for promotion,marketing
Internet broadband recharge Uber 10880,utilities
Paid ₹27141 for Zomato hosting,cloud hosting
Renewal: domain Dell payment ₹37503,cloud hosting
Flight ticket to conference 44526,travel
Instagram ads charged Rs 14051 for promotion on 2025-11-18,marketing
Internet broadband recharge Jio 10595,utilities
Bought office chair for 10198 rupees from Uber,office supplies
Electricity bill payment ₹10254,utilities
Purchased equipment: notebook 49759,equipment
Internet broadband recharge Dell ₹2299,utilities
Ordered keyboard from Zoom costing 10717,office supplies
Flight ticket to conference 13588,travel
Subscription renewal HP amount 10062,software
Bought mouse for Rs 1246 rupees from Flipkart,office supplies
Monthly subscription GoDaddy 2945,software
Subscription renewal Zoom amount 7083,software
Subscription renewal Jio amount ₹10026,software
Internet broadband recharge Microsoft 4554,utilities
Freelancer payment Jio 44978,contractors
Electricity bill payment 13528,utilities
Electricity bill payment 12533,utilities
Instagram ads charged ₹7696 for promotion,marketing
Purchased equipment: monitor 45823,equipment
Bought desk for 12066 rupees from Amazon,office supplies
Consultant invoice paid 101673,contractors
Electricity bill payment 2139,utilities
Electricity bill payment 8449,utilities
Ordered keyboard from Microsoft costing 7047 on 2025-11-18,office supplies
Freelancer payment Microsoft 183837,contractors
Paid 9965 for Facebook ads campaign,marketing
Renewal: domain HP payment 42431,cloud hosting
Paid ₹27918 for Zoom hosting,cloud hosting
Ola cab fare 43254 for commute,travel
Paid 22770 for Flipkart hosting,cloud hosting
Consultant invoice paid 2683 on 2025-11-18,contractors
Paid 34603 for HP hosting,cloud hosting
Instagram ads charged ₹11635 for promotion,marketing
Bought laptop for team 158659 from Flipkart on 2025-11-18,equipment
Instagram ads charged 4349 for promotion,marketing
Renewal: domain Swiggy payment ₹5430,cloud hosting
Uber to client office 2044,travel
Renewal: domain Amazon payment Rs 17637,cloud hosting
Ordered notebook from Flipkart costing 8657,office supplies
Uber to client office 31113,travel
Flight ticket to conference 23772 on 2025-11-18,travel
Freelancer payment Swiggy ₹27260,contractors
Consultant invoice paid 7731,contractors
Subscription renewal Airtel amount 10231,software
Monthly subscription Amazon 372,software
Flight ticket to conference 15406,travel
Paid 31403 for Airtel hosting,cloud hosting
Consultant invoice paid 52138,contractors
Bought laptop for team 140528 from Amazon,equipment
Internet broadband recharge GoDaddy 1995,utilities
Instagram ads charged 1828 for promotion,marketing
Flight ticket to conference ₹50320,travel
Purchased equipment: printer ink ₹184450,equipment
Purchased equipment: monitor 68669,equipment
Flight ticket to conference 42955,travel
Subscription renewal Uber amount ₹1995 on 2025-11-18,software
Flight ticket to conference 12431,travel
Flight ticket to conference ₹48394 on 2025-11-18,travel
Monthly subscription Swiggy ₹7041,software
Paid ₹9779 for Facebook ads campaign,marketing
Internet broadband recharge Airtel 13471,utilities
Internet broadband recharge GoDaddy ₹4743,utilities
Ordered monitor from Google costing 5160,office supplies
Purchased equipment: notebook ₹139767,equipment
Ordered monitor from HP costing 2601,office supplies
Subscription renewal Dell amount 14279,software
Ola cab fare 1513 for commute,travel
Freelancer payment HP ₹103514,contractors
Ola cab fare 46047 for commute,travel
Ordered pens from Swiggy costing 7596,office supplies
Purchased equipment: A4 paper ream ₹64988,equipment
Bought laptop for 1770 rupees from Airtel,office supplies
Electricity bill payment ₹1022,utilities
Instagram ads charged 8544 for promotion,marketing
Consultant invoice paid ₹32143,contractors
Instagram ads charged 12811 for promotion,marketing
Internet broadband recharge Swiggy 4609 on 2025-11-18,utilities
Renewal: domain Flipkart payment 32261,cloud hosting
Purchased equipment: printer ink ₹165419,equipment
Electricity bill payment ₹2151 on 2025-11-18,utilities
Instagram ads charged 6551 for promotion,marketing
Purchased equipment: desk 163281,equipment
Monthly subscription Microsoft 3060 on 2025-11-18,software
Internet broadband recharge HP ₹2115,utilities
Instagram ads charged Rs 4306 for promotion,marketing
Bought laptop for team ₹152718 from Ola,equipment
Bought pens for 856 rupees from Uber,office supplies
Internet broadband recharge GoDaddy 8135,utilities
Freelancer payment Google ₹134848 on 2025-11-18,contractors
Ordered office chair from Uber costing ₹3181,office supplies
Monthly subscription GoDaddy ₹9145,software
Paid ₹7014 for Facebook ads campaign,marketing
Consultant invoice paid 105873,contractors
Paid 1256 for Facebook ads campaign,marketing
Monthly subscription Dell 9334,software
Electricity bill payment 5283 on 2025-11-18,utilities
Subscription renewal Flipkart amount 2141,software
Flight ticket to conference 23877,travel
Subscription renewal Ola amount 1704,software
Renewal: domain HP payment 11716,cloud hosting
Purchased equipment: desk 101462,equipment
Renewal: domain Zomato payment ₹11390,cloud hosting
Instagram ads charged 9138 for promotion,marketing
Paid 11350 for Facebook ads campaign,marketing
Consultant invoice paid 14858,contractors
Subscription renewal Microsoft amount 6952,software
Internet broadband recharge Zoom 4619,utilities
Subscription renewal Ola amount 5107 on 2025-11-18,software
Paid ₹6336 for Flipkart hosting on 2025-11-18,cloud hosting
Ola cab fare 53075 for commute,travel
Bought laptop for team 135738 from Zomato,equipment
Renewal: domain Jio payment ₹40588,cloud hosting
Bought keyboard for 11611 rupees from Dell,office supplies
Bought laptop for team 21103 from Microsoft,equipment
Bought laptop for team ₹55826 from Zomato,equipment
Bought laptop for team 120814 from Airtel,equipment
Flight ticket to conference 54608 on 2025-11-18,travel
Ola cab fare ₹17450 for commute,travel
Consultant invoice paid 169551,contractors
Purchased equipment: monitor 11544,equipment
Bought A4 paper ream for 6687 rupees from Airtel,office supplies
Paid 10273 for Zoom hosting on 2025-11-18,cloud hosting
Uber to client office 26010,travel
Uber to client office 43109,travel
Electricity bill payment 14576,utilities
Ordered keyboard from GoDaddy costing 6998,office supplies
Monthly subscription Adobe 2046,software
Paid 8322 for Facebook ads campaign,marketing
Paid ₹13087 for Facebook ads campaign,marketing
Bought laptop for team 23641 from Amazon,equipment
Bought mouse for ₹4842 rupees from Jio on 2025-11-18,office supplies
Electricity bill payment 2598,utilities
Renewal: domain Swiggy payment ₹46137,cloud hosting
Monthly subscription Adobe 11587,software
Paid 2267 for Facebook ads campaign,marketing
Paid ₹10200 for Facebook ads campaign,marketing
Consultant invoice paid 81332,contractors
Electricity bill payment Rs 8453 on 2025-11-18,utilities
Freelancer payment Ola 187537 on 2025-11-18,contractors
Ordered office chair from Amazon costing 10920,office supplies
Renewal: domain Jio payment 16732,cloud hosting
Renewal: domain Microsoft payment 44958,cloud hosting
Freelancer payment Dell 139638,contractors
Consultant invoice paid 35205 on 2025-11-18,contractors
Monthly subscription Uber ₹1716,software
Flight ticket to conference ₹49972,travel
Ordered notebook from GoDaddy costing 6951,office supplies
Freelancer payment Zomato 118566,contractors
Purchased equipment: desk 142086,equipment
Paid ₹9376 for Facebook ads campaign,marketing
Monthly subscription Dell 8210,software
Instagram ads charged 6393 for promotion,marketing
Monthly subscription GoDaddy 2721 on 2025-11-18,software
Bought laptop for team 195533 from Adobe,equipment
Ola cab fare ₹36285 for commute,travel
Subscription renewal Ola amount ₹10579,software
Paid 10625 for Facebook ads campaign,marketing
Renewal: domain Amazon payment 41663 on 2025-11-18,cloud hosting
Uber to client office 26861,travel
Bought monitor for 3692 rupees from Swiggy,office supplies
Bought laptop for 1843 rupees from Zoom,office supplies
Uber to client office ₹36202,travel
Flight ticket to conference 38219,travel
Internet broadband recharge Uber ₹6139,utilities
Purchased equipment: mouse 58503,equipment
Instagram ads charged ₹444 for promotion,marketing
Consultant invoice paid ₹50243 on 2025-11-18,contractors
Subscription renewal Adobe amount 1742,software
Bought printer ink for 6291 rupees from Google on 2025-11-18,office supplies
Ordered notebook from GoDaddy costing ₹12717,office supplies
Bought office chair for ₹13070 rupees from HP,office supplies
Flight ticket to conference ₹13359,travel
Internet broadband recharge Swiggy ₹5136,utilities
Ordered pens from Zoom costing Rs 10380 on 2025-11-18,office supplies
Ola cab fare 58194 for commute,travel
Bought keyboard for ₹6414 rupees from Uber,office supplies
Subscription renewal Zomato amount 11351 on 2025-11-18,software
Instagram ads charged 1766 for promotion on 2025-11-18,marketing
Flight ticket to conference 5657,travel
Bought laptop for team 57543 from Airtel,equipment
Ola cab fare 22931 for commute,travel
Freelancer payment Zomato 187464,contractors
Paid ₹5347 for Facebook ads campaign,marketing
Purchased equipment: printer ink 39665,equipment
Paid 12119 for Airtel hosting,cloud hosting
Purchased equipment: keyboard 167743,equipment
Subscription renewal Jio amount 9100,software
Subscription renewal Jio amount 9618,software
Subscription renewal Dell amount 3953,software
Freelancer payment Zoom Rs 36020,contractors
Paid 2461 for Facebook ads campaign,marketing
Electricity bill payment ₹13663,utilities
Renewal: domain Dell payment 24937,cloud hosting
Ordered printer ink from Dell costing 10958,office supplies
Instagram ads charged ₹6084 for promotion,marketing
Bought keyboard for 2552 rupees from Google,office supplies
Bought laptop for team 133256 from Dell,equipment
Bought printer ink for ₹2654 rupees from Ola,office supplies
Instagram ads charged 278 for promotion,marketing
Internet broadband recharge Zoom 9472,utilities
Instagram ads charged 8644 for promotion,marketing
Consultant invoice paid 58385,contractors
Paid ₹31487 for Swiggy hosting,cloud hosting
Consultant invoice paid 98380 on 2025-11-18,contractors
Paid ₹22185 for Airtel hosting,cloud hosting
Renewal: domain Flipkart payment ₹39332,cloud hosting
Monthly subscription Zoom 10559 on 2025-11-18,software
Ordered mouse from Google costing ₹848 on 2025-11-18,office supplies
Ola cab fare ₹49362 for commute,travel
Monthly subscription Airtel 11989,software
Flight ticket to conference 6719 on 2025-11-18,travel
Consultant invoice paid ₹10806,contractors
Internet broadband recharge Flipkart ₹11871,utilities
Paid 8318 for Facebook ads campaign,marketing
Flight ticket to conference ₹22318,travel
Electricity bill payment ₹4017,utilities
Paid Rs 41342 for GoDaddy hosting on 2025-11-18,cloud hosting
Ola cab fare ₹32796 for commute,travel
Ola cab fare 18457 for commute on 2025-11-18,travel
Internet broadband recharge Ola 4294,utilities
Renewal: domain Google payment 2794,cloud hosting
Paid 8496 for Facebook ads campaign,marketing
Electricity bill payment 4406 on 2025-11-18,utilities
Ordered notebook from Dell costing Rs 11564,office supplies
Ola cab fare Rs 37464 for commute,travel
Internet broadband recharge Microsoft 5816,utilities
Internet broadband recharge Flipkart 3053,utilities
Electricity bill payment ₹5485,utilities
Purchased equipment: mouse ₹39969 on 2025-11-18,equipment
Paid ₹10589 for Facebook ads campaign,marketing
Consultant invoice paid 113750,contractors
Bought keyboard for ₹4521 rupees from HP,office supplies
Paid ₹6736 for Facebook ads campaign,marketing
Internet broadband recharge Swiggy ₹8697,utilities
Instagram ads charged 1614 for promotion,marketing
Ola cab fare 22990 for commute,travel
Instagram ads charged 5911 for promotion,marketing
Monthly subscription Flipkart ₹10200,software
Flight ticket to conference 58853,travel
Renewal: domain HP payment Rs 17423,cloud hosting
Paid Rs 10568 for Facebook ads campaign,marketing
Monthly subscription Jio ₹12787,software
Freelancer payment Uber Rs 179160,contractors
Bought pens for 8326 rupees from Ola,office supplies
Internet broadband recharge Jio 5862,utilities
Flight ticket to conference 30169,travel
Electricity bill payment 13945,utilities
Renewal: domain Flipkart payment 6074,cloud hosting
Purchased equipment: laptop ₹152798,equipment
Ordered pens from Microsoft costing 14054,office supplies
Consultant invoice paid 124096,contractors
Internet broadband recharge Jio 224,utilities
Uber to client office 20245,travel
Subscription renewal Amazon amount ₹635,software
Freelancer payment Swiggy 195313,contractors
Electricity bill payment ₹6512,utilities
Ordered laptop from HP costing ₹7130,office supplies
Instagram ads charged ₹8575 for promotion,marketing
Paid 10445 for Facebook ads campaign,marketing
Uber to client office 10523 on 2025-11-18,travel
Electricity bill payment ₹2607,utilities
Paid 1857 for Google hosting,cloud hosting
Freelancer payment GoDaddy 172054,contractors
Subscription renewal Dell amount ₹12722 on 2025-11-18,software
Paid ₹41319 for Zomato hosting,cloud hosting
Renewal: domain Flipkart payment ₹39252,cloud hosting
Uber to client office ₹6180,travel
Monthly subscription Jio 8145,software
Paid 24792 for Uber hosting,cloud hosting
Instagram ads charged 266 for promotion,marketing
Ordered monitor from Flipkart costing 5781,office supplies
Instagram ads charged ₹2092 for promotion on 2025-11-18,marketing
Bought desk for ₹12567 rupees from Zoom,office supplies
Renewal: domain Zomato payment ₹2133,cloud hosting
Paid ₹7990 for Facebook ads campaign on 2025-11-18,marketing
Ola cab fare 28677 for commute,travel
Instagram ads charged ₹6536 for promotion,marketing
Ola cab fare 47420 for commute,travel
Uber to client office ₹40923,travel
Monthly subscription Google 6226,software
Ordered pens from Zoom costing 9715,office supplies
Bought laptop for team ₹17848 from Airtel,equipment
Electricity bill payment ₹5961,utilities
Freelancer payment Airtel ₹83431,contractors
Bought monitor for 3602 rupees from Dell,office supplies
Paid ₹39639 for Jio hosting,cloud hosting
Uber to client office 57991,travel
Electricity bill payment 5306 on 2025-11-18,utilities
Purchased equipment: office chair 81936,equipment
Flight ticket to conference 15594,travel
Bought mouse for ₹4759 rupees from Zomato,office supplies
Ordered desk from Zomato costing ₹8742,office supplies
Paid 27402 for Adobe hosting,cloud hosting
Consultant invoice paid Rs 83096,contractors
Internet broadband recharge Adobe 13912 on 2025-11-18,utilities
Ordered office chair from Swiggy costing ₹2373,office supplies
Electricity bill payment ₹1542,utilities
Freelancer payment Swiggy 2295,contractors
Ordered office chair from Flipkart costing ₹5085,office supplies
Consultant invoice paid 37113,contractors
Paid 14645 for Facebook ads campaign,marketing
Renewal: domain Zoom payment 15962,cloud hosting
Flight ticket to conference ₹14900,travel
Paid 16084 for Airtel hosting,cloud hosting
Paid ₹4149 for Flipkart hosting,cloud hosting
Internet broadband recharge Swiggy 3178,utilities
Bought laptop for team 91743 from Zoom,equipment
Renewal: domain Zomato payment 14538,cloud hosting
Bought laptop for team ₹59270 from Uber,equipment
Ola cab fare ₹42592 for commute,travel
Renewal: domain Dell payment ₹15965,cloud hosting
Uber to client office 43477 on 2025-11-18,travel
Paid ₹14097 for Airtel hosting,cloud hosting
Bought laptop for team ₹125694 from Airtel on 2025-11-18,equipment
Consultant invoice paid ₹51838,contractors
Uber to client office 32449 on 2025-11-18,travel
Subscription renewal Flipkart amount ₹1987 on 2025-11-18,software
Uber to client office ₹34973,travel
Consultant invoice paid ₹27556,contractors
Uber to client office 11308,travel
Ola cab fare ₹6276 for commute,travel
Purchased equipment: pens ₹190338,equipment
Paid 21968 for GoDaddy hosting on 2025-11-18,cloud hosting
Purchased equipment: monitor ₹15459,equipment
Paid 39128 for GoDaddy hosting on 2025-11-18,cloud hosting
Subscription renewal Adobe amount 840,software
Subscription renewal Zoom amount 2841 on 2025-11-18,software
Flight ticket to conference 48256,travel
Uber to client office 988,travel
Bought laptop for team ₹136970 from HP,equipment
Bought keyboard for ₹14129 rupees from GoDaddy,office supplies
Freelancer payment Adobe 65059,contractors
Monthly subscription Dell 3275 on 2025-11-18,software
Uber to client office 59031,travel
Instagram ads charged ₹14648 for promotion,marketing
Uber to client office 2793,travel
Renewal: domain Jio payment 37336,cloud hosting
Bought A4 paper ream for 7740 rupees from Adobe,office supplies
Instagram ads charged ₹4822 for promotion,marketing
Internet broadband recharge Amazon 4736,utilities
Bought monitor for Rs 10917 rupees from Jio,office supplies
Ola cab fare 43702 for commute,travel
Uber to client office Rs 28414,travel
Purchased equipment: monitor 75202,equipment
Renewal: domain Zomato payment 19993,cloud hosting
Flight ticket to conference 9221,travel
Monthly subscription Ola ₹1502,software
Internet broadband recharge Zoom 6259 on 2025-11-18,utilities
Bought laptop for team 142072 from Adobe,equipment
Electricity bill payment 6821 on 2025-11-18,utilities
Electricity bill payment 10179,utilities
Freelancer payment GoDaddy 143414 on 2025-11-18,contractors
Consultant invoice paid ₹176657,contractors
Bought laptop for team ₹32192 from Adobe,equipment
Renewal: domain Airtel payment 6583,cloud hosting
Ordered laptop from Flipkart costing 11149,office supplies
Bought laptop for team ₹139841 from GoDaddy,equipment
Paid Rs 11882 for Facebook ads campaign,marketing
Monthly subscription Flipkart ₹100,software
Bought laptop for team ₹63554 from Flipkart on 2025-11-18,equipment
Bought laptop for team 24589 from Adobe,equipment
Instagram ads charged 13890 for promotion,marketing
Internet broadband recharge Swiggy 2118,utilities
Subscription renewal GoDaddy amount 12251,software
Ola cab fare 38685 for commute,travel
Renewal: domain Adobe payment ₹28041,cloud hosting
Renewal: domain Google payment Rs 922,cloud hosting
Internet broadband recharge Amazon 2382,utilities
Instagram ads charged 14122 for promotion,marketing
Bought laptop for team ₹26453 from Jio,equipment
Flight ticket to conference 18341,travel
Paid 24875 for Zomato hosting,cloud hosting
Bought laptop for team ₹77954 from HP,equipment
Freelancer payment Google ₹106846 on 2025-11-18,contractors
Instagram ads charged ₹10999 for promotion,marketing
Purchased equipment: notebook ₹72027,equipment
Consultant invoice paid ₹17874,contractors
Ordered printer ink from Swiggy costing 7334,office supplies
Instagram ads charged 11547 for promotion,marketing
Monthly subscription Uber 8146,software
Instagram ads charged Rs 13349 for promotion on 2025-11-18,marketing
Renewal: domain Uber payment 9411,cloud hosting
Paid 44919 for Airtel hosting,cloud hosting
Purchased equipment: notebook 159519,equipment
Paid 7290 for Facebook ads campaign on 2025-11-18,marketing
Paid ₹19744 for GoDaddy hosting,cloud hosting
Ordered desk from Google costing ₹5521,office supplies
Ola cab fare Rs 25686 for commute,travel
Ola cab fare ₹37806 for commute,travel
Bought laptop for team ₹172174 from Ola,equipment
Renewal: domain Google payment Rs 17439,cloud hosting
Monthly subscription Airtel ₹2382,software
Flight ticket to conference 15541,travel
Ordered printer ink from Airtel costing 6919 on 2025-11-18,office supplies
Purchased equipment: pens ₹199616 on 2025-11-18,equipment
Bought laptop for team 123119 from Uber,equipment
Subscription renewal Amazon amount 531,software
Consultant invoice paid 145833,contractors
Paid ₹9103 for Facebook ads campaign,marketing
Freelancer payment Airtel Rs 90948,contractors
Bought keyboard for 12346 rupees from Uber,office supplies
Ordered office chair from HP costing 14407 on 2025-11-18,office supplies
Paid ₹4730 for Facebook ads campaign,marketing
Subscription renewal Ola amount 10030,software
Paid 13691 for Ola hosting,cloud hosting
Subscription renewal Adobe amount 6111,software
Bought laptop for team 93586 from Zomato on 2025-11-18,equipment
Electricity bill payment ₹8066,utilities
Paid ₹3877 for Facebook ads campaign,marketing
Renewal: domain Airtel payment 2550,cloud hosting
Internet broadband recharge Flipkart 8274,utilities
Ola cab fare ₹4013 for commute,travel
Purchased equipment: keyboard 110837,equipment
Electricity bill payment ₹10920,utilities
Freelancer payment Zomato 160577,contractors
Uber to client office 14291,travel
Electricity bill payment 12922 on 2025-11-18,utilities
Renewal: domain Zoom payment 47470,cloud hosting
Internet broadband recharge Jio 11883,utilities
Consultant invoice paid 35569,contractors
Uber to client office 50650,travel
Uber to client office ₹43303,travel
Bought pens for 9413 rupees from Flipkart,office supplies
Internet broadband recharge Adobe ₹7307 on 2025-11-18,utilities
Freelancer payment Adobe 58106 on 2025-11-18,contractors
Flight ticket to conference ₹11883,travel
Uber to client office ₹8437,travel
Ordered printer ink from Uber costing ₹10824,office supplies
Internet broadband recharge Google 787,utilities
Uber to client office 44558,travel
Ordered notebook from Google costing ₹5829,office supplies
Renewal: domain Zoom payment ₹15730,cloud hosting
Electricity bill payment ₹14449 on 2025-11-18,utilities
Freelancer payment Airtel 171912,contractors
Bought monitor for ₹830 rupees from GoDaddy,office supplies
Bought laptop for 3564 rupees from Flipkart,office supplies
Bought laptop for team ₹196866 from HP,equipment
Ordered A4 paper ream from Microsoft costing 6343,office supplies
Subscription renewal Google amount 9511,software
Renewal: domain Swiggy payment 3570,cloud hosting
Flight ticket to conference 54888,travel
Freelancer payment Uber 83527,contractors
Electricity bill payment Rs 5866,utilities
Purchased equipment: notebook 127694,equipment
Paid 4113 for Facebook ads campaign,marketing
Paid ₹13139 for Facebook ads campaign,marketing
Paid 33297 for Jio hosting,cloud hosting
Monthly subscription Zomato 14459,software
Purchased equipment: printer ink 43134 on 2025-11-18,equipment
Instagram ads charged 8536 for promotion,marketing
Freelancer payment GoDaddy 183695 on 2025-11-18,contractors
Flight ticket to conference ₹40511,travel
Paid 29618 for Dell hosting,cloud hosting
Electricity bill payment ₹11570,utilities
Bought laptop for team 12040 from Flipkart,equipment
Consultant invoice paid 47326,contractors
Renewal: domain Uber payment ₹32528,cloud hosting
Bought laptop for team ₹121854 from Google,equipment
Instagram ads charged 13436 for promotion,marketing
Electricity bill payment 9523,utilities
Instagram ads charged 4586 for promotion,marketing
Uber to client office 15283,travel
Bought laptop for team Rs 17169 from HP,equipment
Monthly subscription Amazon 13739,software
Electricity bill payment ₹8634,utilities
Renewal: domain Dell payment 29324 on 2025-11-18,cloud hosting
Paid 5895 for Facebook ads campaign,marketing
Paid ₹33430 for Airtel hosting,cloud hosting
Bought laptop for team 195285 from Microsoft on 2025-11-18,equipment
Renewal: domain Zomato payment ₹21009,cloud hosting
Ordered office chair from Microsoft costing ₹4129,office supplies
Subscription renewal Microsoft amount 4446,software
Purchased equipment: A4 paper ream Rs 62054,equipment
Monthly subscription Amazon 1202,software
Ordered pens from Jio costing 10149,office supplies
Purchased equipment: A4 paper ream 88669,equipment
Purchased equipment: keyboard 166720 on 2025-11-18,equipment
Renewal: domain Zomato payment 27698,cloud hosting
Renewal: domain GoDaddy payment 21099,cloud hosting
Paid 13864 for Facebook ads campaign,marketing
Subscription renewal Amazon amount 4489,software
Ordered monitor from Zoom costing 4386,office supplies
Electricity bill payment ₹995,utilities
Flight ticket to conference 20318,travel
Monthly subscription HP 10148,software
Bought keyboard for 1578 rupees from HP,office supplies
Paid ₹34190 for Microsoft hosting,cloud hosting
Instagram ads charged 6580 for promotion,marketing
Freelancer payment Airtel 57522 on 2025-11-18,contractors
Bought desk for 1779 rupees from HP on 2025-11-18,office supplies
Ola cab fare 15173 for commute on 2025-11-18,travel
Renewal: domain Swiggy payment 43144,cloud hosting
Paid 33263 for Flipkart hosting,cloud hosting
Bought desk for Rs 10010 rupees from Dell,office supplies
Consultant invoice paid 82838,contractors
Ola cab fare ₹13381 for commute,travel
Purchased equipment: pens ₹122599,equipment
Uber to client office 59584,travel
Purchased equipment: keyboard 107710,equipment
Bought notebook for 7425 rupees from Jio,office supplies
Flight ticket to conference 6351,travel
Subscription renewal Flipkart amount 6705,software
Subscription renewal Amazon amount 4229,software
Ordered laptop from Airtel costing Rs 9909,office supplies
Purchased equipment: mouse 92055,equipment
Purchased equipment: desk 31347 on 2025-11-18,equipment
Paid 2755 for Facebook ads campaign,marketing
Renewal: domain Amazon payment ₹32652,cloud hosting
Purchased equipment: desk 119614,equipment
Ola cab fare ₹34341 for commute,travel
Instagram ads charged 8672 for promotion,marketing
Freelancer payment Zoom 66860,contractors
Paid Rs 11815 for Facebook ads campaign,marketing
Paid ₹191 for Facebook ads campaign,marketing
Renewal: domain Zoom payment ₹21894,cloud hosting
Instagram ads charged 10525 for promotion,marketing
Monthly subscription Ola 13547,software
Freelancer payment Google 67781,contractors
Paid ₹4687 for Facebook ads campaign,marketing
Paid 9722 for Facebook ads campaign,marketing
Uber to client office 43910 on 2025-11-18,travel
Subscription renewal Uber amount 13262,software
Bought printer ink for 14779 rupees from Airtel,office supplies
Electricity bill payment ₹5459,utilities
Subscription renewal Zoom amount 6281,software
Bought laptop for team 30499 from Airtel,equipment
Uber to client office 55142,travel
Uber to client office 36662,travel
Freelancer payment Swiggy ₹176646,contractors
